order_id,customer_id,order_ts,status,quantity,unit_price
49,192,2025-06-13 04:47:12,COMPLETED,22,776.01
50,139,2025-07-01 16:12:04,CANCELLED,8,492.84
51,161,2025-09-22 18:11:11,COMPLETED,15,789.73
52,400,2023-01-22 14:08:01,COMPLETED,1,285.99
53,229,2024-02-11 16:43:41,PENDING,22,96.81
54,498,2024-10-20 12:52:09,COMPLETED,9,274.03
55,266,2023-10-01 05:32:08,REFUNDED,17,188.47
56,7,2025-08-21 03:07:04,PENDING,18,671.66
57,301,2025-03-24 17:40:25,PENDING,20,511.00
58,58,2024-05-25 09:05:38,COMPLETED,1,551.78
59,54,2023-10-07 23:03:47,COMPLETED,20,541.26
60,76,2023-09-23 10:42:11,PENDING,7,716.85
61,211,2025-08-29 11:51:11,PENDING,7,834.43
62,408,2023-04-09 18:18:16,COMPLETED,3,438.09
63,44,2025-05-14 23:31:10,COMPLETED,19,445.14
64,373,2023-05-11 17:34:20,COMPLETED,9,183.08
65,395,2024-04-07 01:12:57,REFUNDED,11,892.53
66,294,2024-09-10 07:21:39,CANCELLED,11,803.01
67,305,2023-07-21 22:22:57,COMPLETED,1,231.66
68,374,2024-03-30 22:04:04,COMPLETED,23,720.12
69,347,2024-06-16 14:40:53,COMPLETED,8,535.66
70,485,2025-09-25 07:44:10,CANCELLED,18,469.52
71,163,2023-07-21 08:50:35,CANCELLED,19,141.30
72,5,2025-02-05 00:17:41,COMPLETED,2,117.92
73,391,2024-12-07 23:48:53,COMPLETED,23,74.61
74,256,2023-05-09 00:50:18,COMPLETED,6,785.44
75,446,2024-12-18 02:46:07,PENDING,24,634.34
76,163,2023-12-17 22:53:07,COMPLETED,7,572.38
77,242,2024-03-13 14:08:43,COMPLETED,20,314.40
78,299,2025-02-16 15:32:45,REFUNDED,9,836.46
79,279,2024-07-26 00:34:57,REFUNDED,23,145.67
80,447,2025-06-28 03:17:05,CANCELLED,19,188.80
81,287,2023-05-26 12:50:34,COMPLETED,24,279.62
82,410,2025-02-10 19:28:50,REFUNDED,9,104.48
83,23,2023-04-01 03:01:39,PENDING,17,530.62
84,307,2025-09-06 12:34:56,PENDING,1,318.06
85,393,2024-11-10 05:48:59,REFUNDED,23,469.05
86,455,2024-11-18 12:29:12,CANCELLED,5,799.90
87,6249,2023-09-18 09:33:07,COMPLETED,4,477.64
88,324,2023-02-19 04:23:12,PENDING,11,435.82
89,7225,2023-02-13 20:06:46,COMPLETED,14,817.67
90,220,2024-03-24 22:14:06,COMPLETED,20,140.50
91,3985,2024-07-28 07:37:14,REFUNDED,2,498.39
92,91,2023-08-27 13:56:26,COMPLETED,19,146.95
93,260,2025-09-05 14:54:38,CANCELLED,2,576.62
94,41,2024-08-13 17:49:39,COMPLETED,15,215.49
95,437,2024-03-04 18:33:00,CANCELLED,1,221.97
96,117,2024-08-06 05:35:49,PENDING,5,45.21
97,248,2023-10-08 01:17:08,CANCELLED,3,60.83
98,347,2023-02-04 04:24:06,COMPLETED,11,707.42
99,149,2025-05-04 20:16:02,COMPLETED,11,179.93
100,1,2025-06-05 19:53:48,CANCELLED,23,520.30
101,174,2023-05-10 03:25:40,REFUNDED,1,214.06
102,344,2023-01-24 09:33:42,COMPLETED,15,116.41
103,197,2023-12-11 10:31:36,REFUNDED,7,358.95
104,175,2024-08-07 09:59:03,CANCELLED,17,785.59
105,34,2025-08-07 09:43:37,PENDING,18,431.76
106,350,2024-10-27 13:01:14,REFUNDED,18,356.17
107,229,2024-11-19 04:59:58,COMPLETED,5,375.96
108,75,2025-03-07 13:16:40,REFUNDED,15,76.49
109,161,2023-10-04 03:16:19,COMPLETED,4,150.87
110,74,2025-04-24 10:56:55,REFUNDED,14,441.04
111,93,2023-03-29 14:49:22,PENDING,11,58.14
112,345,2024-11-17 21:20:11,PENDING,11,729.49
113,149,2024-01-20 21:21:23,PENDING,5,281.97
114,238,2023-02-05 18:09:18,CANCELLED,14,17.00
115,331,2024-03-07 22:57:02,CANCELLED,17,701.91
116,315,2023-01-13 20:55:12,COMPLETED,-1,799.49
117,420,2023-02-21 03:45:47,REFUNDED,11,682.48
118,82,2023-07-22 17:52:05,PENDING,25,830.06
119,140,2024-08-03 12:46:26,CANCELLED,21,724.91
120,301,2024-03-09 21:38:47,COMPLETED,6,84.91
121,249,2023-07-28 18:36:05,COMPLETED,23,621.13
122,120,2023-04-10 16:06:07,CANCELLED,18,570.85
123,20,2024-10-30 21:50:46,REFUNDED,25,215.57
124,382,2023-04-09 04:29:14,PENDING,21,732.58
125,179,2023-10-05 02:05:31,COMPLETED,10,711.73
126,88,2025-04-08 11:12:55,CANCELLED,15,790.16
127,222,2023-07-27 15:11:26,COMPLETED,5,654.55
128,210,2024-02-13 04:39:55,COMPLETED,19,202.09
129,140,2023-04-16 01:33:06,COMPLETED,4,831.54
130,58,2023-06-11 10:53:46,COMPLETED,3,36.83
131,39,2024-06-04 06:59:10,COMPLETED,6,439.25
132,232,2024-02-10 01:16:20,COMPLETED,2,206.46
133,29,2023-03-29 18:25:33,COMPLETED,5,759.17
134,100,2024-07-05 17:38:18,REFUNDED,5,79.26
135,203,2023-09-09 16:56:27,COMPLETED,2,410.46
136,387,2025-06-02 02:18:31,COMPLETED,8,655.57
137,265,2024-05-24 01:50:39,COMPLETED,12,362.52
138,89,2025-04-03 04:40:48,REFUNDED,14,327.31
139,325,2024-11-14 21:36:32,COMPLETED,3,575.23
140,9,2023-10-21 01:16:50,CANCELLED,18,7.99
141,447,2024-07-01 23:45:14,COMPLETED,3,289.80
142,97,2025-06-14 18:03:09,COMPLETED,16,110.31
143,435,2024-09-30 13:51:11,PENDING,0,366.93
144,152,2024-10-18 10:29:23,COMPLETED,24,433.60
145,71,2024-01-01 04:58:17,COMPLETED,8,205.83
146,267,2024-06-23 15:24:41,COMPLETED,9,740.73
147,73,2023-12-19 23:52:57,CANCELLED,25,258.13
148,318,2024-04-26 01:10:54,REFUNDED,13,449.26
149,418,2025-04-22 18:26:42,COMPLETED,6,441.91
150,378,2025-08-06 17:30:55,REFUNDED,15,592.94
151,133,2023-09-26 22:20:00,COMPLETED,15,19.59
152,85,2024-09-21 16:16:39,CANCELLED,6,681.98
153,218,2023-07-26 11:04:11,CANCELLED,23,467.79
154,244,2025-01-31 13:53:08,REFUNDED,21,396.59
155,318,2025-05-28 11:34:37,REFUNDED,21,751.34
156,341,2023-03-14 08:43:20,REFUNDED,2,638.15
157,441,2025-05-17 18:53:13,PENDING,9,131.62
158,251,2024-12-11 11:54:49,PENDING,13,164.94
159,374,2024-11-25 16:01:06,COMPLETED,7,437.72
160,134,2023-04-25 19:07:03,CANCELLED,21,718.25
161,173,2023-04-17 01:15:40,COMPLETED,13,540.36
162,189,2024-10-24 17:33:10,COMPLETED,4,776.89
163,128,2025-03-07 12:04:06,CANCELLED,20,270.10
164,437,2024-05-10 11:48:59,COMPLETED,17,383.23
165,154,2023-01-02 17:06:13,CANCELLED,10,118.29
166,373,2023-04-06 22:07:31,COMPLETED,14,410.81
167,13,2024-12-11 03:44:04,REFUNDED,1,455.58
168,181,2024-06-23 00:37:59,CANCELLED,24,526.76
169,178,2024-11-20 10:07:57,COMPLETED,2,891.86
170,362,2023-10-17 22:43:25,REFUNDED,5,725.68
171,82,2023-11-21 14:15:05,REFUNDED,19,847.05
172,331,2023-11-04 05:47:15,CANCELLED,10,78.29
173,204,2024-04-06 22:35:00,COMPLETED,15,6.17
174,7556,2024-05-13 02:06:22,COMPLETED,10,719.81
175,21,2024-05-27 20:12:11,PENDING,19,835.04
176,478,2024-09-19 04:18:32,COMPLETED,12,245.46
177,345,2023-08-15 19:59:55,COMPLETED,23,595.88
178,66,2025-03-26 19:36:01,COMPLETED,18,390.18
179,185,2024-11-10 17:36:59,COMPLETED,7,685.49
180,430,2023-08-10 19:04:23,PENDING,16,500.90
181,480,2023-07-25 12:35:16,COMPLETED,20,425.88
182,198,2025-07-20 23:16:50,PENDING,19,658.52
183,343,2024-01-03 09:16:20,REFUNDED,22,792.27
184,213,2024-10-29 03:15:14,REFUNDED,13,547.13
185,234,2023-12-27 20:20:00,PENDING,10,291.29
186,133,2023-05-17 11:16:43,COMPLETED,20,96.01
187,28,2023-03-04 13:13:42,PENDING,8,503.04
188,354,2025-01-09 20:41:42,PENDING,10,317.96
189,259,2025-09-06 07:49:39,PENDING,24,490.17
190,13,2023-10-06 21:51:02,COMPLETED,19,104.86
191,179,2025-01-27 22:00:59,CANCELLED,13,115.61
192,119,2023-03-29 01:35:00,COMPLETED,2,731.36
193,426,2024-06-19 00:52:20,COMPLETED,16,252.02
194,171,2023-03-18 23:48:30,COMPLETED,4,459.37
195,97,2025-06-05 12:15:03,CANCELLED,25,614.32
196,208,2024-12-08 01:00:40,COMPLETED,13,149.38
197,324,2024-12-05 16:22:50,CANCELLED,14,92.90
198,376,2023-09-29 17:11:34,REFUNDED,9,458.12
199,242,2023-04-18 18:04:45,REFUNDED,18,706.74
200,5732,2024-08-14 14:44:06,COMPLETED,21,556.85
201,245,2024-08-11 21:11:39,PENDING,17,461.23
202,353,2023-09-04 04:35:00,COMPLETED,7,277.82
203,3218,2023-09-18 21:38:16,PENDING,14,646.25
204,155,2024-07-22 15:57:46,COMPLETED,23,26.96
205,164,2024-11-03 09:16:09,REFUNDED,8,171.78
206,264,2024-06-20 19:05:17,COMPLETED,20,321.29
207,479,2023-06-24 18:34:33,COMPLETED,22,32.40
208,437,2024-03-18 09:55:30,COMPLETED,10,46.54
209,156,2024-05-17 06:37:19,COMPLETED,24,760.86
210,218,2023-08-04 15:04:01,COMPLETED,2,207.89
211,1806,2024-06-22 06:27:37,COMPLETED,4,190.05
212,324,2023-12-15 13:04:16,CANCELLED,21,806.51
213,247,2024-02-26 08:08:13,PENDING,7,585.24
214,5110,2024-11-20 09:27:44,CANCELLED,13,322.60
215,80,2024-03-14 11:26:09,REFUNDED,7,496.89
216,59,2024-02-26 03:23:00,PENDING,15,208.27
217,443,2024-01-02 06:19:33,COMPLETED,5,691.03
218,323,2023-04-27 02:18:32,COMPLETED,9,301.24
219,315,2023-06-29 11:50:42,CANCELLED,16,158.50
220,3,2025-07-02 09:34:12,COMPLETED,6,377.84
221,222,2023-08-19 22:40:17,COMPLETED,4,354.60
222,393,2024-02-16 12:39:05,COMPLETED,7,296.15
223,57,2025-04-26 11:28:32,REFUNDED,20,698.18
224,268,2023-03-01 20:25:22,COMPLETED,2,166.17
225,311,2023-07-26 18:15:59,CANCELLED,15,180.86
226,282,2023-06-15 21:03:03,COMPLETED,19,490.96
227,82,2025-02-04 23:08:27,CANCELLED,18,461.79
228,292,2024-11-16 02:02:51,REFUNDED,1,244.25
229,410,2024-04-28 12:03:39,CANCELLED,7,850.90
230,314,2023-06-03 09:16:05,COMPLETED,14,344.09
231,377,2025-03-21 06:49:45,COMPLETED,22,745.81
232,200,2025-06-15 23:24:04,PENDING,2,594.30
233,202,2025-04-14 09:15:15,COMPLETED,20,272.40
234,344,2024-07-01 04:52:33,PENDING,12,464.84
235,471,2023-12-07 16:45:37,CANCELLED,9,646.84
236,40,2024-03-02 20:51:19,COMPLETED,17,470.00
237,320,2024-05-31 06:10:05,CANCELLED,8,866.87
238,26,2023-02-06 06:03:55,COMPLETED,2,725.03
239,93,2025-09-05 10:47:29,COMPLETED,9,15.88
240,455,2024-04-11 01:48:28,REFUNDED,22,284.29
241,348,2023-08-24 09:26:17,COMPLETED,19,778.11
242,202,2025-08-06 19:47:19,PENDING,16,523.32
243,312,2024-03-12 08:50:11,COMPLETED,22,432.05
244,500,2023-02-19 14:27:08,COMPLETED,16,134.05
245,71,2023-11-24 08:18:55,REFUNDED,16,409.10
246,274,2024-03-27 15:18:39,COMPLETED,24,896.65
247,170,2024-04-21 20:58:00,COMPLETED,3,543.91
248,239,2023-09-29 05:41:48,COMPLETED,22,424.36
249,446,2025-01-29 11:14:54,COMPLETED,23,527.92
250,286,2025-06-15 08:39:21,PENDING,11,236.22
251,308,2024-05-03 15:13:42,REFUNDED,5,6.56
252,103,2023-10-09 09:52:53,COMPLETED,13,874.07
253,132,2023-11-28 08:02:16,COMPLETED,8,208.38
254,127,2024-06-15 05:35:11,COMPLETED,9,517.66
255,143,2025-05-11 18:51:54,CANCELLED,25,402.78
256,450,2024-01-08 23:17:58,PENDING,18,596.93
257,231,2023-08-21 10:48:57,COMPLETED,15,343.94
258,414,2023-09-15 05:09:45,COMPLETED,25,211.36
259,95,2024-04-11 05:33:17,REFUNDED,18,299.94
260,440,2025-08-09 06:22:35,COMPLETED,0,182.98
261,353,2024-02-26 12:16:40,CANCELLED,1,197.02
262,10393,2024-08-27 17:12:50,COMPLETED,6,113.56
263,46,2025-08-11 13:44:15,COMPLETED,6,773.26
264,269,2023-10-16 17:31:03,CANCELLED,13,414.33
265,154,2025-04-17 20:45:32,COMPLETED,18,260.82
266,265,2024-03-03 00:13:26,COMPLETED,3,436.01
267,421,2025-07-05 06:29:59,COMPLETED,20,468.07
268,316,2024-03-18 08:42:01,CANCELLED,23,41.13
269,179,2025-01-31 01:19:07,CANCELLED,18,752.46
270,103,2024-06-21 19:20:41,PENDING,11,100.67
271,37,2024-08-07 11:28:44,PENDING,5,186.26
272,205,2025-04-21 04:25:15,PENDING,8,159.86
273,333,2023-03-01 01:14:10,COMPLETED,14,886.16
274,175,2025-01-01 06:26:11,COMPLETED,10,468.22
275,299,2023-08-08 17:44:52,REFUNDED,5,658.88
276,405,2023-12-28 10:01:36,COMPLETED,23,361.00
277,174,2023-03-31 05:38:13,COMPLETED,25,193.70
278,135,2025-05-07 20:27:14,COMPLETED,25,161.17
279,257,2023-06-03 16:31:00,COMPLETED,16,461.82
280,17,2025-01-23 07:32:12,COMPLETED,13,190.61
281,6509,2024-08-11 20:58:08,CANCELLED,4,756.57
282,272,2024-02-08 11:16:56,COMPLETED,23,469.68
283,236,2025-02-27 21:55:44,CANCELLED,11,842.46
284,417,2025-01-05 08:24:05,COMPLETED,24,690.78
285,1,2024-12-03 12:53:59,PENDING,14,641.93
286,31,2024-04-09 00:54:26,COMPLETED,25,15.40
287,250,2023-08-26 12:38:44,COMPLETED,7,73.27
288,350,2024-11-02 23:36:31,REFUNDED,10,157.09
289,9705,2024-01-05 19:53:14,COMPLETED,7,382.73
290,495,2025-03-05 04:40:34,CANCELLED,7,284.67
291,349,2023-03-07 10:52:41,COMPLETED,6,208.43
292,63,2025-08-06 10:25:56,COMPLETED,7,518.06
293,413,2024-08-25 15:10:04,COMPLETED,4,186.36
294,8,2023-02-12 06:45:29,PENDING,3,857.84
295,446,2024-02-06 06:41:06,COMPLETED,13,829.21
296,205,2023-10-13 17:54:23,PENDING,23,157.56
297,149,2024-10-16 20:11:51,PENDING,13,106.31
298,286,2024-10-04 02:39:18,COMPLETED,22,600.39
299,270,2023-09-29 00:06:21,REFUNDED,10,302.04
300,56,2024-10-18 17:07:04,COMPLETED,3,260.90
301,191,2025-08-18 18:21:38,CANCELLED,8,200.76
302,263,2024-04-13 22:01:34,REFUNDED,17,588.28
303,174,2024-05-29 06:45:46,COMPLETED,12,529.49
304,236,2025-07-01 14:05:49,COMPLETED,21,130.43
305,187,2023-02-21 18:11:39,COMPLETED,1,540.69
306,372,2023-02-21 05:47:10,PENDING,13,780.66
307,490,2024-02-18 23:37:24,COMPLETED,15,765.67
308,377,2024-01-27 02:59:06,PENDING,6,412.56
309,8,2023-02-20 02:18:48,PENDING,15,851.63
310,145,2025-02-19 11:12:04,CANCELLED,11,306.80
311,215,2023-07-01 18:06:26,CANCELLED,24,592.95
312,99,2025-03-19 21:31:48,CANCELLED,5,720.00
313,316,2023-09-16 19:14:03,CANCELLED,22,796.22
314,442,2023-04-30 20:32:00,COMPLETED,11,365.51
315,304,2023-08-05 07:16:16,PENDING,24,218.42
316,419,2023-03-16 14:25:03,COMPLETED,22,778.15
317,477,2023-05-05 17:42:43,COMPLETED,1,651.70
318,422,2023-08-30 11:22:03,REFUNDED,8,472.30
319,37,2025-08-31 01:01:09,REFUNDED,20,515.68
320,400,2023-10-21 17:10:29,COMPLETED,4,733.69
321,478,2023-08-26 15:25:01,CANCELLED,22,577.98
322,65,2025-07-08 04:41:13,CANCELLED,5,696.26
323,164,2023-11-28 06:02:23,CANCELLED,14,476.79
324,148,2024-05-06 05:14:44,COMPLETED,25,195.08
325,169,2023-07-29 00:40:11,CANCELLED,9,73.75
326,374,2024-09-15 00:20:23,COMPLETED,21,621.00
327,255,2023-03-27 11:00:01,REFUNDED,1,111.09
328,4,2023-07-21 14:24:27,COMPLETED,9,739.61
329,304,2024-10-11 00:16:24,COMPLETED,20,380.92
330,208,2024-10-14 22:00:50,COMPLETED,2,816.66
331,478,2025-02-15 08:48:15,REFUNDED,24,116.55
332,352,2023-06-13 18:20:09,COMPLETED,24,452.96
333,178,2025-04-01 13:26:09,CANCELLED,23,118.49
334,237,2023-01-21 12:19:21,REFUNDED,11,476.39
335,215,2023-11-10 02:43:50,REFUNDED,8,129.75
336,50,2025-05-12 02:14:52,COMPLETED,16,674.56
337,10,2023-04-11 21:31:52,PENDING,12,300.89
338,344,2025-07-23 19:16:31,COMPLETED,9,249.48
339,449,2025-07-14 03:34:37,REFUNDED,11,763.65
340,224,2025-06-02 12:38:00,COMPLETED,6,573.82
341,485,2024-04-14 05:24:14,COMPLETED,6,843.09
342,219,2025-03-03 17:29:39,PENDING,18,756.43
343,271,2023-04-28 19:51:36,REFUNDED,1,187.23
344,117,2023-01-15 01:15:49,COMPLETED,6,716.47
345,330,2023-10-07 23:45:35,PENDING,20,538.16
346,265,2024-08-16 11:07:01,COMPLETED,16,555.84
347,68,2025-05-04 06:19:19,CANCELLED,7,142.67
348,5889,2025-09-10 23:58:31,COMPLETED,16,717.57
349,64,2024-04-23 06:53:52,REFUNDED,19,682.22
350,428,2024-07-26 06:49:49,REFUNDED,13,299.06
351,289,2024-03-19 12:46:57,COMPLETED,15,612.85
352,42,2025-08-01 04:26:26,COMPLETED,23,750.88
353,102,2024-05-10 13:20:54,REFUNDED,20,63.00
354,229,2023-12-08 06:41:22,COMPLETED,20,398.64
355,227,2025-07-15 14:40:59,CANCELLED,13,211.22
356,444,2023-01-18 13:01:42,COMPLETED,15,377.89
357,239,2024-04-11 15:56:51,COMPLETED,9,173.42
358,319,2023-05-10 18:59:44,COMPLETED,19,319.51
359,459,2023-04-15 22:49:15,PENDING,9,505.64
360,411,2024-11-16 11:14:27,COMPLETED,14,409.51
361,497,2023-05-21 01:21:15,PENDING,24,798.94
362,391,2025-07-11 17:58:56,COMPLETED,13,120.18
363,233,2024-11-04 17:54:10,REFUNDED,20,14.05
364,64,2024-09-27 11:41:25,COMPLETED,1,777.47
365,257,2023-01-20 20:02:33,COMPLETED,13,574.93
366,198,2025-05-05 19:04:46,COMPLETED,15,48.25
367,137,2023-12-21 23:54:07,COMPLETED,4,87.72
368,411,2024-01-21 04:31:02,PENDING,21,856.25
369,13,2023-02-25 11:07:00,COMPLETED,20,533.04
370,364,2025-08-05 02:46:16,REFUNDED,5,81.83
371,237,2025-09-23 00:46:07,COMPLETED,18,181.64
372,79,2024-05-27 11:22:45,PENDING,6,697.40
373,26,2024-12-27 15:44:00,PENDING,16,391.89
374,465,2024-07-05 02:43:48,COMPLETED,9,560.26
375,490,2024-05-07 01:10:21,COMPLETED,16,518.76
376,191,2024-11-24 16:35:44,COMPLETED,7,576.44
377,420,2025-02-25 04:07:25,PENDING,17,21.00
378,327,2024-06-08 06:41:11,CANCELLED,5,89.87
379,2,2023-05-01 08:49:56,CANCELLED,17,76.91
380,137,2025-06-16 23:24:16,PENDING,24,729.22
381,441,2024-01-18 12:13:37,COMPLETED,10,569.20
382,164,2023-10-13 06:18:50,COMPLETED,1,13.45
383,270,2025-09-13 16:20:35,COMPLETED,16,794.93
384,10071,2025-01-25 14:30:42,REFUNDED,22,640.42
385,406,2025-09-19 01:28:58,CANCELLED,21,43.44
386,479,2024-03-06 23:39:25,REFUNDED,14,432.91
387,497,2025-09-06 15:55:20,COMPLETED,1,703.09
388,479,2024-10-04 19:39:24,PENDING,16,311.42
389,110,2025-06-04 06:13:36,COMPLETED,22,573.98
390,409,2024-12-19 08:35:17,PENDING,9,103.74
391,128,2024-11-01 11:41:39,PENDING,25,612.11
392,290,2025-02-20 21:32:48,CANCELLED,4,269.05
393,2791,2023-08-16 23:56:01,CANCELLED,10,250.58
394,121,2023-06-25 10:34:10,PENDING,17,437.86
395,148,2024-01-25 22:05:38,CANCELLED,6,555.20
396,390,2024-09-06 23:41:40,PENDING,12,647.45
397,349,2024-07-26 04:12:00,PENDING,23,391.48
398,331,2025-02-06 07:30:19,CANCELLED,3,491.96
399,62,2024-08-30 06:34:38,CANCELLED,8,60.89
400,68,2023-10-08 21:43:23,REFUNDED,7,306.75
401,192,2023-01-03 18:37:00,COMPLETED,3,219.79
402,32,2023-01-15 16:04:19,PENDING,16,661.06
403,141,2023-05-03 09:44:16,REFUNDED,17,251.48
404,335,2024-11-20 20:49:25,COMPLETED,16,857.69
405,73,2024-04-26 18:00:39,REFUNDED,13,809.27
406,124,2023-01-17 18:39:58,REFUNDED,3,767.13
407,299,2025-09-06 00:03:53,PENDING,21,107.67
408,454,2025-07-03 04:19:03,CANCELLED,7,606.43
409,400,2023-07-15 14:41:14,COMPLETED,6,773.06
410,157,2023-05-03 13:19:09,CANCELLED,7,494.66
411,426,2024-08-31 01:49:35,COMPLETED,22,838.72
412,429,2025-09-12 02:51:31,COMPLETED,9,152.04
413,101,2023-03-30 04:47:41,PENDING,17,750.60
414,80,2025-07-31 17:39:55,COMPLETED,9,831.25
415,261,2023-05-05 13:42:33,REFUNDED,17,362.60
416,304,2025-08-16 09:36:00,COMPLETED,21,288.07
417,94,2024-02-16 16:28:31,COMPLETED,5,601.93
418,418,2023-08-12 10:20:03,COMPLETED,11,130.26
419,118,2025-07-01 14:30:29,COMPLETED,18,460.05
420,182,2024-05-28 10:24:56,COMPLETED,3,244.44
421,184,2024-07-17 15:45:46,REFUNDED,11,502.82
422,414,2024-08-14 23:11:15,COMPLETED,14,299.37
423,35,2023-03-12 22:54:06,COMPLETED,19,719.95
424,122,2024-02-02 07:26:13,COMPLETED,4,137.12
425,72,2023-07-29 19:01:25,REFUNDED,14,364.82
426,434,2023-05-21 09:34:26,PENDING,4,599.60
427,283,2024-12-06 09:20:57,CANCELLED,23,601.68
428,451,2023-02-08 12:25:01,COMPLETED,13,559.56
429,484,2024-08-12 00:54:23,REFUNDED,13,437.60
430,38,2025-06-25 08:16:41,REFUNDED,7,533.50
431,64,2024-07-14 21:25:43,REFUNDED,18,757.16
432,353,2023-09-08 20:56:45,REFUNDED,9,713.40
433,220,2025-05-22 17:14:10,COMPLETED,16,623.37
434,61,2024-05-09 22:06:36,COMPLETED,25,538.65
435,57,2025-07-17 22:50:59,COMPLETED,6,450.66
436,435,2025-09-15 07:27:51,PENDING,1,195.82
437,397,2024-02-11 10:21:26,REFUNDED,9,370.81
438,196,2024-08-22 09:59:38,COMPLETED,13,27.66
439,156,2025-04-22 02:36:39,COMPLETED,21,647.86
440,78,2025-08-26 22:37:59,CANCELLED,0,299.28
441,72,2025-09-06 11:09:23,COMPLETED,24,104.28
442,22,2025-07-11 19:58:54,PENDING,22,737.11
443,377,2024-01-03 21:10:06,CANCELLED,17,790.92
444,338,2024-03-23 00:11:27,CANCELLED,6,886.47
445,134,2024-10-20 12:24:10,CANCELLED,24,384.38
446,296,2024-12-03 02:11:07,REFUNDED,4,613.92
447,437,2023-04-11 07:55:14,COMPLETED,17,751.67
448,268,2023-02-22 16:36:39,REFUNDED,13,633.45
449,286,2024-01-31 19:45:35,REFUNDED,13,825.86
450,35,2024-02-29 20:57:23,COMPLETED,2,285.64
451,201,2025-03-14 02:45:27,COMPLETED,1,476.15
452,5,2023-06-24 14:33:49,COMPLETED,20,384.19
453,482,2023-06-10 02:29:51,REFUNDED,3,87.44
454,404,2025-07-14 09:01:56,CANCELLED,1,883.47
455,254,2024-08-23 21:19:24,REFUNDED,21,824.30
456,367,2025-08-04 05:53:17,COMPLETED,17,145.26
457,65,2024-01-30 02:22:15,REFUNDED,21,148.30
458,421,2023-06-06 02:22:56,COMPLETED,16,168.76
459,260,2023-03-31 17:43:33,REFUNDED,4,810.38
460,174,2025-04-03 18:08:39,CANCELLED,2,259.82
461,104,2024-08-30 01:23:51,COMPLETED,11,71.41
462,155,2024-07-25 19:10:47,PENDING,5,109.38
463,255,2024-06-05 13:11:40,COMPLETED,16,894.36
464,295,2024-03-04 16:49:36,COMPLETED,10,380.37
465,367,2024-09-25 11:51:32,PENDING,21,273.36
466,67,2023-08-05 10:16:46,REFUNDED,7,480.28
467,29,2024-10-18 18:38:31,COMPLETED,9,458.17
468,298,2024-09-02 20:16:35,COMPLETED,16,642.62
469,160,2023-05-13 09:34:56,COMPLETED,19,147.12
